[arnBCL2](Data)	[arnBID](Data)	[arnCAMK1D](Data)	[arnCARD10](Data)	[arnCASP1](Data)	[arnCLCA1](Data)	[arnDAP](Data)	[arnGLRX2](Data)	[arnIL1F10](Data)	[arnIL6](Data)	[arnLGALS3](Data)	[arnSERPINB2](Data)	[MIR143](Data)	[MIR146A](Data)	[MIR148A](Data)	[MIR15A](Data)	[MIR15B](Data)	[MIR16_2](Data)	[MIR17](Data)	[MIR18A](Data)	[MIR192](Data)	[MIR195](Data)	[MIR200B](Data)	[MIR200C](Data)	[MIR20A](Data)	[MIR21](Data)	[MIR224](Data)	[MIR29A](Data)	[MIR29C](Data)	[MIR34A](Data)	[MIR34B](Data)	[MIR34C](Data)	[MIR448](Data)	[MIR449A](Data)	[MIRLET7A1](Data)	[MIRLET7C](Data)	[tfAR](Data)	[tfATF1](Data)	[tfBRCA1](Data)	[tfCEBPA](Data)	[tfCEBPB](Data)	[tfCEBPD](Data)	[tfCREB1](Data)	[tfE2F1](Data)	[tfE2F4](Data)	[tfEGR1](Data)	[tfESR1](Data)	[tfETS1](Data)	[tfFOXA1](Data)	[tfGATA1](Data)	[tfGATA2](Data)	[tfGATA3](Data)	[tfGLI1](Data)	[tfGLI2](Data)	[tfJUN](Data)	[tfJUND](Data)	[tfMYB](Data)	[tfMYBL1](Data)	[tfMYC](Data)	[tfNFIC](Data)	[tfNFKB1](Data)	[tfNFKB2](Data)	[tfPGR](Data)	[tfPPARG](Data)	[tfRARA](Data)	[tfRARB](Data)	[tfRARG](Data)	[tfREL](Data)	[tfRELA](Data)	[tfSP1](Data)	[tfSTAT3](Data)	[tfSTAT5A](Data)	[tfTFAP2A](Data)	[tfTFAP2C](Data)	[tfTP53](Data)	[tfUSF1](Data)	[tfWT1](Data)	[tfYBX1](Data)	[arnBCL2](Fit)	[arnBID](Fit)	[arnCAMK1D](Fit)	[arnCARD10](Fit)	[arnCASP1](Fit)	[arnCLCA1](Fit)	[arnDAP](Fit)	[arnGLRX2](Fit)	[arnIL1F10](Fit)	[arnIL6](Fit)	[arnLGALS3](Fit)	[arnSERPINB2](Fit)	[MIR143](Fit)	[MIR146A](Fit)	[MIR148A](Fit)	[MIR15A](Fit)	[MIR15B](Fit)	[MIR16_2](Fit)	[MIR17](Fit)	[MIR18A](Fit)	[MIR192](Fit)	[MIR195](Fit)	[MIR200B](Fit)	[MIR200C](Fit)	[MIR20A](Fit)	[MIR21](Fit)	[MIR224](Fit)	[MIR29A](Fit)	[MIR29C](Fit)	[MIR34A](Fit)	[MIR34B](Fit)	[MIR34C](Fit)	[MIR448](Fit)	[MIR449A](Fit)	[MIRLET7A1](Fit)	[MIRLET7C](Fit)	[tfAR](Fit)	[tfATF1](Fit)	[tfBRCA1](Fit)	[tfCEBPA](Fit)	[tfCEBPB](Fit)	[tfCEBPD](Fit)	[tfCREB1](Fit)	[tfE2F1](Fit)	[tfE2F4](Fit)	[tfEGR1](Fit)	[tfESR1](Fit)	[tfETS1](Fit)	[tfFOXA1](Fit)	[tfGATA1](Fit)	[tfGATA2](Fit)	[tfGATA3](Fit)	[tfGLI1](Fit)	[tfGLI2](Fit)	[tfJUN](Fit)	[tfJUND](Fit)	[tfMYB](Fit)	[tfMYBL1](Fit)	[tfMYC](Fit)	[tfNFIC](Fit)	[tfNFKB1](Fit)	[tfNFKB2](Fit)	[tfPGR](Fit)	[tfPPARG](Fit)	[tfRARA](Fit)	[tfRARB](Fit)	[tfRARG](Fit)	[tfREL](Fit)	[tfRELA](Fit)	[tfSP1](Fit)	[tfSTAT3](Fit)	[tfSTAT5A](Fit)	[tfTFAP2A](Fit)	[tfTFAP2C](Fit)	[tfTP53](Fit)	[tfUSF1](Fit)	[tfWT1](Fit)	[tfYBX1](Fit)	[arnBCL2](Weighted Error)	[arnBID](Weighted Error)	[arnCAMK1D](Weighted Error)	[arnCARD10](Weighted Error)	[arnCASP1](Weighted Error)	[arnCLCA1](Weighted Error)	[arnDAP](Weighted Error)	[arnGLRX2](Weighted Error)	[arnIL1F10](Weighted Error)	[arnIL6](Weighted Error)	[arnLGALS3](Weighted Error)	[arnSERPINB2](Weighted Error)	[MIR143](Weighted Error)	[MIR146A](Weighted Error)	[MIR148A](Weighted Error)	[MIR15A](Weighted Error)	[MIR15B](Weighted Error)	[MIR16_2](Weighted Error)	[MIR17](Weighted Error)	[MIR18A](Weighted Error)	[MIR192](Weighted Error)	[MIR195](Weighted Error)	[MIR200B](Weighted Error)	[MIR200C](Weighted Error)	[MIR20A](Weighted Error)	[MIR21](Weighted Error)	[MIR224](Weighted Error)	[MIR29A](Weighted Error)	[MIR29C](Weighted Error)	[MIR34A](Weighted Error)	[MIR34B](Weighted Error)	[MIR34C](Weighted Error)	[MIR448](Weighted Error)	[MIR449A](Weighted Error)	[MIRLET7A1](Weighted Error)	[MIRLET7C](Weighted Error)	[tfAR](Weighted Error)	[tfATF1](Weighted Error)	[tfBRCA1](Weighted Error)	[tfCEBPA](Weighted Error)	[tfCEBPB](Weighted Error)	[tfCEBPD](Weighted Error)	[tfCREB1](Weighted Error)	[tfE2F1](Weighted Error)	[tfE2F4](Weighted Error)	[tfEGR1](Weighted Error)	[tfESR1](Weighted Error)	[tfETS1](Weighted Error)	[tfFOXA1](Weighted Error)	[tfGATA1](Weighted Error)	[tfGATA2](Weighted Error)	[tfGATA3](Weighted Error)	[tfGLI1](Weighted Error)	[tfGLI2](Weighted Error)	[tfJUN](Weighted Error)	[tfJUND](Weighted Error)	[tfMYB](Weighted Error)	[tfMYBL1](Weighted Error)	[tfMYC](Weighted Error)	[tfNFIC](Weighted Error)	[tfNFKB1](Weighted Error)	[tfNFKB2](Weighted Error)	[tfPGR](Weighted Error)	[tfPPARG](Weighted Error)	[tfRARA](Weighted Error)	[tfRARB](Weighted Error)	[tfRARG](Weighted Error)	[tfREL](Weighted Error)	[tfRELA](Weighted Error)	[tfSP1](Weighted Error)	[tfSTAT3](Weighted Error)	[tfSTAT5A](Weighted Error)	[tfTFAP2A](Weighted Error)	[tfTFAP2C](Weighted Error)	[tfTP53](Weighted Error)	[tfUSF1](Weighted Error)	[tfWT1](Weighted Error)	[tfYBX1](Weighted Error)
5.03	6.98	5.58	7.94	3.28	3.74	6.47	6.22	5.98	5.28	6.48	4.05	2.3	11.18	2.3	6.9525	9.16	10.6433	10.775	9.27	6.765	10.94	4.9533	4.005	12.37	7.1225	10.07	10.475	11.15	6.5825	4.125	4.8	4.835	2.3	12.39	12.56	6.77	8.51	6.96	5.03	7.53	8.86	7.85	7.47	8.45	9.23	4.22	7.62	4.86	6.15	5.26	5.54	5.09	5.11	8.5	8.87	4.94	8.97	9.1	8.32	6.77	8.08	3.46	4.64	6.78	3.65	7.18	5.4	8.89	8.39	9.33	5.6	7.7	6.28	10.6	8.03	4.64	5.57	5.09041	6.42761	5.82864	6.77384	3.61427	4.14142	6.88836	6.6188	4.05582	4.41843	5.69494	5.08304	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	0.0174372	-0.159457	0.0717757	-0.336634	0.0964947	0.115877	0.120769	0.115123	-0.555451	-0.248709	-0.226623	0.298207	0.197836	-0.20896	0.185124	-0.0424215	-0.0443339	-0.0538153	-0.0864529	-0.0767301	0.0135257	-0.0806649	0.223643	0.170694	-0.0326919	0.030882	-0.521198	-0.0355126	-0.0635098	-0.042804	0.113497	-0.0528924	-0.00927277	0.127832	-0.118968	-0.0730511	-0.24299	-0.00219135	0.0512677	0.0305514	0.0113864	-0.155673	0.0805567	-0.0202827	0.0664997	-0.202475	0.0123977	-0.127583	0.0564684	0.0146427	0.0248325	-0.0140665	-0.0149296	0.0620334	-0.165045	-0.061551	0.0321504	-0.342182	-0.0520476	-0.0359928	0.024975	-0.0210825	0.00799249	-0.021409	0.00174916	0.0768137	-0.0204376	0.0803771	-0.0273125	0.0192353	-0.110106	0.0505042	-0.161274	-0.0862488	-0.257953	-0.0238948	0.0827235	-0.0347093
4.08	6.72	4.6	7.92	3.45	3.75	6.74	5.33	5.76	6.92	5.52	6.44	8.33	11.12	2.3	6.905	8.515	10.61	9.595	7.55	6.6725	10.67	6.7633	5.465	10.94	7.5625	6.65	10.6	10.36	6.7475	6.725	4.915	6.16	4.125	12.42	13.42	4.77	7.73	6.87	4.87	7.82	7.46	8.66	7.17	8.05	7.7	4.26	7.04	5.24	6.5	6.27	5.61	5.21	6.39	7.77	8.32	4.7	7.39	8.38	8.57	6.77	8.08	3.35	4.27	6.28	6.3	6.82	5.77	8.87	7.96	8.39	6.56	7.27	5.09	9.42	6.58	5.66	5	5.8632	8.66511	4.43853	9.10659	4.01315	3.85856	7.56401	5.436	5.19444	4.15101	5.1647	6.04454	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	0.514756	0.561494	-0.0466114	0.342533	0.162564	0.0313389	0.237867	0.0305999	-0.163259	-0.799322	-0.102565	-0.114159	-0.484913	-0.202166	0.185124	-0.0370433	0.0286965	-0.0500449	0.0471531	0.118018	0.023999	-0.050094	0.0187052	0.00538524	0.12922	-0.0189372	-0.133967	-0.0496658	0.0259383	-0.0614862	-0.18089	-0.0659133	-0.159296	-0.0788042	-0.122365	-0.170425	-0.0165387	0.0861245	0.061458	0.0486675	-0.021449	0.00284292	-0.0111559	0.0136849	0.11179	-0.0292398	0.00786868	-0.0619126	0.0134427	-0.0249862	-0.0895252	-0.0219923	-0.0285167	-0.0828951	-0.0823904	0.000722963	0.0593245	-0.163286	0.0294747	-0.0642992	0.024975	-0.0210825	0.0204473	0.0204844	0.0583619	-0.223234	0.0203236	0.0384837	-0.025048	0.0679222	-0.00367412	-0.0581922	-0.112587	0.0484895	-0.124347	0.140282	-0.0327664	0.0298292
7.59	6.66	4.75	6.58	3.31	3.56	6.2	6.66	5.91	3.52	4.85	4.06	2.3	5.59	5.0633	6.6675	8.245	10.0567	9.45	7.78	6.4275	10.07	9.2	8.81	11.28	7.265	2.3	8.97	8.13	5.025	5.96	4.05	4.3	2.3	11.32	11.96	6.57	8.93	7.83	6.26	7.02	7.06	8.84	7.59	8.81	6.39	7.64	3.93	8.07	6.31	5.39	9.15	4.66	5.1	5.7	8.77	6.96	5.57	8.93	8.39	6.58	7.47	6.34	4.03	7.94	3.7	8.33	7.66	8.65	9.54	7.43	5.37	7.72	7.6	9.99	7.77	4.54	4.52	6.84828	6.85559	5.04597	6.41302	2.90948	2.61928	6.70951	6.98609	6.43972	3.55679	7.06014	7.06007	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	-0.214113	0.0564618	0.0854388	-0.0482028	-0.115619	-0.271558	0.147081	0.094131	0.152914	0.01062	0.638	0.866029	0.197836	0.423971	-0.127752	-0.0101522	0.0592674	0.0126027	0.0635708	0.0919758	0.0517393	0.0178413	-0.257191	-0.373354	0.0907238	0.0147474	0.358564	0.134892	0.278431	0.133545	-0.0942721	0.0320267	0.0513028	0.127832	0.00218337	-0.00511587	-0.220345	-0.049746	-0.0472384	-0.108716	0.0691314	0.0481331	-0.0315365	-0.0338698	0.0257386	0.119086	-0.374833	0.290218	-0.306985	-0.00347337	0.0101132	-0.42281	0.0337573	0.0631657	0.151986	-0.0502285	-0.196565	0.0427848	-0.0327993	-0.0439186	0.0464878	0.047985	-0.318097	0.0476585	-0.129592	0.0711524	-0.150647	-0.175512	-0.000138367	-0.110974	0.105022	0.0765461	-0.163538	-0.235706	-0.188886	0.00554385	0.0940461	0.0841774
4.86	6.31	4.7	7.56	3.15	3.65	7.16	5.51	5.63	4.57	5.84	4.17	6.28	10.56	2.3	7.305	8.275	9.84	9.985	7.93	7.425	9.61	7.4533	6.805	11.34	8.1525	7.13	11.295	12	7.045	4.74	5.09	5.105	4.03	12.18	12.08	4.06	8.39	7.32	4.76	7.56	7.04	8.62	8	9.03	7.86	4.16	7.99	5	6.27	5.57	5.78	4.78	5.91	7.72	8.4	4.13	7.62	8.65	8.53	7.32	8.43	3.25	4.81	6.67	3.7	6.36	5.7	9.21	8.44	8.47	6.3	5.33	5.31	9.54	7.67	5.96	4.82	4.21277	5.53341	5.1735	5.8844	4.70004	5.94677	7.04794	6.01103	5.42643	3.92473	7.18352	4.34305	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	-0.186836	-0.224179	0.136685	-0.483695	0.44745	0.663007	-0.0323479	0.144633	-0.0587639	-0.186269	0.387833	0.0499557	-0.252801	-0.13876	0.185124	-0.0823334	0.0558706	0.0371386	0.00299522	0.074992	-0.0612031	0.069925	-0.0594204	-0.146337	0.0839303	-0.0857402	-0.188315	-0.128357	-0.159751	-0.0951708	0.0438629	-0.0857278	-0.0398436	-0.0680478	-0.0951905	-0.0187029	0.0638513	0.0113957	0.0105066	0.0611223	0.00798963	0.0503976	-0.00662692	-0.0802922	0.000828976	-0.0473558	0.0191912	-0.169477	0.0406168	0.00105565	-0.0102674	-0.0412406	0.0201703	-0.0285469	-0.0767292	-0.00833507	0.123863	-0.189327	-0.00109613	-0.0597701	-0.037299	-0.0607114	0.0317698	-0.0406574	0.014204	0.0711524	0.0724073	0.0464095	-0.0635446	0.013574	-0.0127322	-0.0287536	0.107071	0.0235799	-0.137934	0.0168664	-0.066734	0.0502098
4.01	6.99	4.96	6.7	3.28	3.74	6.54	6.51	5.6	3.46	6.43	4	2.3	7.4	6.1033	6.3975	10.415	10.8867	10.395	8.2	6.86	11.33	9.39	7.715	11.35	6.7325	2.3	9.37	10.18	6.2475	6.545	4.55	4.645	6.23	10.62	10.49	6.7	8.36	7.52	6.85	6.99	7.2	8.2	7.88	8.75	6.07	7.11	3.89	8.26	6.09	6.21	9.71	4.6	5.19	6.21	8.44	6.7	7.03	7.8	8.46	6.23	8	9.08	3.59	8.76	3.71	8.02	5.92	9.09	9.15	9.27	5.48	8.42	7.67	9.22	8.37	6.23	4.6	4.46552	5.61518	6.22971	5.91714	4.82538	2.93244	6.58968	7.3742	4.44727	4.83838	7.1686	4.52444	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	0.131495	-0.396869	0.366527	-0.225988	0.446104	-0.233119	0.0143413	0.249469	-0.332757	0.397897	0.213211	0.15139	0.197836	0.219033	-0.245506	0.0204186	-0.186432	-0.0813744	-0.0434272	0.0444212	0.00276928	-0.124823	-0.278704	-0.249372	0.082798	0.0750399	0.358564	0.0896015	0.0463188	-0.00487347	-0.160509	-0.024586	0.0122401	-0.317144	0.0814412	0.161326	-0.235064	0.0147925	-0.0121385	-0.175519	0.0725281	0.0322815	0.0409278	-0.0667051	0.0325321	0.155318	-0.314824	0.294747	-0.328498	0.0214362	-0.0827317	-0.486217	0.0405509	0.0529754	0.0942412	-0.0128641	-0.167126	-0.122524	0.0951455	-0.0518444	0.0861167	-0.0120245	-0.628334	0.0974777	-0.222437	0.0700201	-0.115547	0.0214999	-0.0499576	-0.0668161	-0.103313	0.0640913	-0.242796	-0.243632	-0.101702	-0.0623914	-0.0973049	0.0751194
4.46	6.73	4.9	6.82	3.72	3.29	7.41	6.7	5.78	4.92	4.93	6.68	5.22	6.95	4.4433	6.0775	9.355	10.6467	10.075	8	6.3125	10.66	3.31	2.3	11.37	7.26	7.82	10.605	11.9	6.74	2.3	3.815	4.66	2.3	11.91	12.92	4.4	8.58	7.62	4.94	7.07	6.92	9.2	8.1	8.79	7.77	4.15	7.81	4.65	6.03	6.64	5.64	4.53	6.79	8.65	7.96	4.65	7.27	8.09	8.57	6.93	7.39	3.7	3.66	6.72	4.93	6.69	5.69	9.14	8.27	8.55	5.28	7.76	6.21	9.98	7.87	6.38	5.88	4.66482	6.48564	4.38694	6.90208	4.15449	4.00035	7.27135	5.67054	6.16027	4.24416	5.26569	4.80909	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	0.0591255	-0.070538	-0.148106	0.0236929	0.125424	0.205056	-0.0400237	-0.297174	0.109771	-0.195094	0.0969048	-0.540075	-0.132782	0.269984	-0.0575519	0.0566508	-0.0664128	-0.0542003	-0.00719507	0.0670662	0.0647602	-0.0489617	0.409707	0.363744	0.0805335	0.0153135	-0.26644	-0.0502319	-0.148429	-0.060637	0.320133	0.0586347	0.0105417	0.127832	-0.0646196	-0.113812	0.0253547	-0.0101171	-0.0234611	0.0407417	0.0634701	0.0639847	-0.0722977	-0.0916147	0.0280031	-0.0371655	0.0203235	-0.149096	0.0802457	0.0282298	-0.131419	-0.025389	0.0484766	-0.128185	-0.182029	0.0414841	0.0649858	-0.149698	0.0623101	-0.0642992	0.00685891	0.0570431	-0.0191816	0.0895519	0.00854269	-0.0681149	0.0350429	0.0475417	-0.0556188	0.0328223	-0.0217902	0.0867363	-0.168067	-0.078323	-0.187753	-0.00577869	-0.114289	-0.0698092
4.21	7.61	4.78	7.22	5.62	3.59	6.72	6.11	5.97	5.61	5.52	5.47	2.3	10.23	2.3	6.6125	8.995	10.1233	9.2	7.2	6.54	9.74	3.63	2.3	10.66	7.7325	7.31	10.01	10.74	6.345	4.195	4	4.61	2.3	11.94	12.85	6.69	8.58	8.24	5.01	7.52	7.61	8.97	7.31	9.48	7.46	4.31	6.76	4.98	6.34	5.31	5.37	5.17	6.43	7.56	8.51	4.53	6.75	7.94	9.14	7.09	7.9	3.39	3.69	7.25	5.59	7.28	6	8.74	8.35	8.9	5.22	6.91	6.58	9.08	8.23	4.65	4.48	4.98193	7.09233	3.88025	7.66329	3.77276	3.49959	6.89318	5.68245	5.21951	4.88884	4.43705	5.13601	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	0.222833	-0.149434	-0.259731	0.127964	-0.533242	-0.0261	0.0499919	-0.123422	-0.216644	-0.208177	-0.312615	-0.096413	0.197836	-0.101395	0.185124	-0.00392482	-0.0256517	0.00506188	0.0918772	0.157647	0.0390014	0.0552057	0.373474	0.363744	0.160924	-0.0381855	-0.208695	0.0171372	-0.0170874	-0.015913	0.105571	0.037688	0.016203	0.127832	-0.0680164	-0.105887	-0.233932	-0.0101171	-0.0936608	0.0328159	0.0125186	-0.0141409	-0.0462558	-0.00216665	-0.0501225	-0.00206566	0.00220741	-0.0302095	0.0428814	-0.00687013	0.0191712	0.00518185	-0.0239876	-0.0874242	-0.0586131	-0.0207899	0.0785728	-0.0908212	0.0792939	-0.128838	-0.0112572	-0.000701909	0.0159183	0.0861551	-0.0514668	-0.142844	-0.0317601	0.0124419	-0.0103287	0.0237643	-0.0614191	0.0935299	-0.0718255	-0.120216	-0.0858505	-0.0465398	0.0815913	0.0887064
2.87	5.4	5.55	6.72	2.83	4.74	2.3	2.46	8.73	8.59	4.73	6.8825	9.14	10.89	9.625	7.82	6.06	10.64	3.5633	4.195	11.27	7.745	2.3	9.435	9.2	5.9725	3.985	4.53	4.385	2.3	11.5	11.95	3.17	7.83	7.19	3.3	10.15	7.16	4.94	7.2	2.56	6.63	2.65	3.28	4.09	2.34	3.48	6.58	8.52	2.48	8.82	8.6	8.86	5.35	3.41	2.95	5.05	5.22	4.43	7.26	6.58	8.54	3.38	6.45	3.69	3.53	4.27084	6	8.74	8.35	8.9	5.22	6.91	6.58	9.08	8.23	4.65	4.48	4.301	6.92681	4.72132	7.75401	2.97881	5.37206	5.2152	4.43401	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	8.56147	7.29086	7.44176	4.3295	6.49319	5.35873	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	7.8938	3.53059	4.45092	6.79545	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	0.254381	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	0.413085	0.440744	-0.239214	0.298486	0.0429581	0.182455	0.841528	0.569838	-0.576375	0.0916348	-0.0978522	-0.0374996	-0.0457329	-0.0888668	0.0475668	0.0950619	0.101479	-0.0507637	0.414207	0.162173	0.0998551	-0.0430494	0.389789	0.0894036	0.170976	0.0285506	0.140612	-0.0242653	0.0453081	0.138964	-0.0197819	-0.00433052	0.178958	0.0813158	0.0274226	0.246149	-0.310106	0.172501	0.289357	0.0297567	0.217799	-0.0168391	0.333404	0.270704	0.163182	0.322255	0.268065	0.0569064	-0.0238311	0.33774	-0.353517	0.00496268	-0.105593	0.313105	0.0148428	0.184741	0.214839	0.21903	0.206769	0.170938	0.243695	-0.0224569	0.328152	-0.021461	0.225032	0.589797	-0.0317601	0.0124419	-0.0103287	0.0237643	-0.0614191	0.0935299	-0.0718255	-0.120216	-0.0858505	-0.0465398	0.0815913	0.0887064
4.21	6.15	4.53	6.82	3.49	3.65	6.51	5.78	5.84	5.35	5.27	4.04	7.91	10.85	6.6433	7.365	9.605	10.8	10.095	8.42	7.0825	11.1	4.93	4.08	11.72	7.825	7.26	10.655	10.48	7.045	6.57	4.8	4.575	4.34	13.16	13.7	6.88	8.34	7.31	6.11	7.57	7.1	9.03	7.93	9.24	6.83	4.23	6.77	5.3	6.3	5.41	5.24	4.89	5.41	7.87	8.32	4.18	6.08	7.71	9.13	6.31	7.55	3.27	3.69	7.04	6.46	5.78	5.59	8.51	8.37	9.05	5.61	5.31	7.41	9.37	7.74	4.53	4.9	3.15763	5.79652	3.94255	6.05424	3.44322	3.44871	6.89318	6.1033	5.4755	4.44599	4.84908	3.25528	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345	-0.303787	-0.102038	-0.169579	-0.221052	-0.0135045	-0.0581048	0.110612	0.093327	-0.105221	-0.260961	-0.121508	-0.226523	-0.437359	-0.171595	-0.306648	-0.089127	-0.0947192	-0.0715578	-0.00945957	0.0195116	-0.0224234	-0.0987809	0.226281	0.162202	0.0409046	-0.0486589	-0.203034	-0.0558932	0.0123512	-0.0951708	-0.16334	-0.0528924	0.0201658	-0.103148	-0.206151	-0.202128	-0.255444	0.017057	0.0116388	-0.0917321	0.00685738	0.0436041	-0.0530494	-0.0723664	-0.0229484	0.0692664	0.0112654	-0.0313418	0.00664921	-0.00234111	0.00784867	0.0199012	0.00771548	0.0280658	-0.093713	0.000722963	0.118202	-0.0149602	0.105336	-0.127705	0.0770587	0.038927	0.0295053	0.0861551	-0.0276894	-0.24135	0.138078	0.0588643	0.0157132	0.0214998	-0.0784029	0.0493719	0.109335	-0.214194	-0.118686	0.00894062	0.0951783	0.0411518
