arnBCL2	arnBID	arnCAMK1D	arnCARD10	arnCASP1	arnCLCA1	arnDAP	arnGLRX2	arnIL1F10	arnIL6	arnLGALS3	arnSERPINB2	MIR143	MIR146A	MIR148A	MIR15A	MIR15B	MIR16_2	MIR17	MIR18A	MIR192	MIR195	MIR200B	MIR200C	MIR20A	MIR21	MIR224	MIR29A	MIR29C	MIR34A	MIR34B	MIR34C	MIR448	MIR449A	MIRLET7A1	MIRLET7C	tfAR	tfATF1	tfBRCA1	tfCEBPA	tfCEBPB	tfCEBPD	tfCREB1	tfE2F1	tfE2F4	tfEGR1	tfESR1	tfETS1	tfFOXA1	tfGATA1	tfGATA2	tfGATA3	tfGLI1	tfGLI2	tfJUN	tfJUND	tfMYB	tfMYBL1	tfMYC	tfNFIC	tfNFKB1	tfNFKB2	tfPGR	tfPPARG	tfRARA	tfRARB	tfRARG	tfREL	tfRELA	tfSP1	tfSTAT3	tfSTAT5A	tfTFAP2A	tfTFAP2C	tfTP53	tfUSF1	tfWT1	tfYBX1
4.28647	7.08244	4.92867	7.42251	3.62913	3.71714	5.66533	4.85204	5.56723	3.92745	5.85504	4.41903	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
6.37183	4.21122	5.1808	7.88429	4.61928	2.82276	5.02521	7.03014	5.76775	4.23252	4.72283	6.43834	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.30268	6.68216	4.83717	6.99825	3.75981	3.49453	6.19525	7.33908	5.34057	4.80151	5.80282	5.46667	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.29178	5.21687	4.7773	5.59451	4.37622	3.47289	5.92668	5.63959	6.1304	3.64412	5.7506	5.45544	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.31916	7.70232	4.94911	7.5105	3.89772	4.30521	5.95137	5.79793	5.43016	3.903	4.75554	4.45274	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.94093	7.26643	4.47601	7.58417	2.81004	3.3477	5.89356	7.08371	5.76348	3.74115	6.2665	5.09374	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.6778	7.99577	4.2964	10.112	4.1343	3.18029	6.5397	4.62525	6.02907	3.41163	5.15781	4.79197	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.38053	8.21471	4.90482	4.90423	2.5948	3.57787	3.89913	5.69852	5.44883	4.76852	6.5144	5.4442	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.71309	9.07067	4.10122	9.57314	2.93157	4.09307	5.54489	5.69435	6.28986	5.26532	4.94032	4.85885	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.53715	7.23609	3.53856	7.86246	3.49122	2.85811	7.78742	5.28719	5.14431	5.24359	5.76265	4.71652	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.03435	7.52823	3.75077	7.78675	3.89772	4.01153	6.07241	6.18842	5.94214	4.29462	5.5509	5.06538	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
3.96364	7.36271	3.64321	7.68989	3.6017	2.6301	6.37831	6.37534	5.87228	4.78172	6.27109	4.08623	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.71984	6.96572	5.0669	7.32565	3.80705	3.61035	5.80865	6.00687	5.57523	4.09396	5.85103	4.78555	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
3.35589	6.49026	4.33242	6.66198	4.60975	3.86939	6.898	5.52708	7.86259	4.53953	7.68335	3.45968	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.15775	7.63835	3.8452	5.75548	2.99939	3.40362	5.82491	5.63959	5.48296	3.59133	8.59004	4.28634	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
3.05642	7.72342	4.04476	8.14553	3.82038	4.30233	6.4584	6.60035	4.49101	3.12442	5.94112	3.15095	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
3.23288	5.91456	4.47893	5.79573	4.46194	3.20014	7.24124	6.78131	6.12187	4.79841	8.10972	3.33287	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
3.2059	6.02601	4.35627	6.41302	5.25512	4.91132	8.1692	5.22885	7.40235	4.35167	6.66992	3.30505	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.60111	6.90307	5.13407	7.66329	3.80971	2.44394	6.30786	5.33124	5.98321	2.87097	5.63583	5.65983	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.51171	8.90251	5.38182	6.00444	4.14573	3.08902	7.60616	6.41998	4.72086	4.18866	6.89544	4.65125	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.06913	5.70486	3.11461	6.00444	4.16325	3.94515	6.60353	3.37875	5.10165	4.18012	6.58728	5.2259	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.95806	7.02837	5.31173	7.60531	3.17692	3.88021	8.42814	5.49672	5.03125	4.43978	5.92448	5.1114	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
3.99115	5.327	5.61837	5.54062	2.81614	3.36393	7.0919	6.60511	6.11334	5.6942	4.29531	4.03272	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.88955	6.5351	4.46335	6.78817	3.43827	3.21781	5.77252	6.55452	6.43492	4.61249	5.29898	4.81551	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
4.30723	5.73256	6.0175	5.79982	3.13768	2.88229	7.12683	8.08674	7.87859	3.13955	4.74578	4.44044	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.52793	6.67754	5.77218	5.96693	3.06453	4.87056	6.26029	5.7259	7.43808	5.06156	4.71307	5.64378	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.71892	8.249	5.43828	6.11767	3.77047	2.9364	10.5135	5.55387	5.58642	3.25677	4.91679	5.89579	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.27361	5.74904	7.74978	6.07129	2.54489	4.07034	6.2085	7.11824	6.17733	3.91115	5.72248	5.35057	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
5.05148	6.55357	4.70818	7.17969	4.50537	3.2925	5.6027	5.21456	5.04885	4.58998	5.40285	5.10444	4.04728	9.33448	3.93501	6.57784	8.76845	10.168	10.0115	8.59232	6.88446	10.2276	6.9285	5.51256	12.0813	7.39525	5.46682	10.1614	10.5891	6.20446	5.12739	4.33286	4.7531	3.42901	11.3393	11.9148	4.62393	8.49065	7.41279	5.29983	7.63056	7.48511	8.56147	7.29086	9.03732	7.44176	4.3295	6.49319	5.35873	6.27932	5.47932	5.41577	4.95814	5.65788	7.04233	8.32639	5.22395	5.94787	8.64032	8.00211	6.99058	7.8938	3.53059	4.45092	6.79545	4.32841	6.9995	6.10989	8.64878	8.55988	8.35755	6.04605	6.27564	5.51826	8.32177	7.81896	5.37061	5.26345
